,pokedex_no,pokemon_name,pokemon_type,info,abilities,base_status,weakness_types,height(m),weight(kg)
342,343,Baltoy,"['Ground', 'Psychic']",Clay Doll Pokémon,['Levitate'],300,"['Water', 'Grass', 'Ice', 'Bug', 'Ghost', 'Dark']",0.5,21.5
343,344,Claydol,"['Ground', 'Psychic']",Clay Doll Pokémon,['Levitate'],500,"['Water', 'Grass', 'Ice', 'Bug', 'Ghost', 'Dark']",1.5,108.0
344,345,Lileep,"['Rock', 'Grass']",Sea Lily Pokémon,"['Suction Cups', 'Storm Drain']",355,"['Ice', 'Fighting', 'Bug', 'Steel']",1.0,23.8
345,346,Cradily,"['Rock', 'Grass']",Barnacle Pokémon,"['Suction Cups', 'Storm Drain']",495,"['Ice', 'Fighting', 'Bug', 'Steel']",1.5,60.4
346,347,Anorith,"['Rock', 'Bug']",Old Shrimp Pokémon,"['Battle Armor', 'Swift Swim']",355,"['Water', 'Rock', 'Steel']",0.7,12.5
347,348,Armaldo,"['Rock', 'Bug']",Plate Pokémon,"['Battle Armor', 'Swift Swim']",495,"['Water', 'Rock', 'Steel']",1.5,68.2
348,349,Feebas,['Water'],Fish Pokémon,"['Swift Swim', 'Oblivious', 'Adaptability']",200,"['Grass', 'Electric']",0.6,7.4
349,350,Milotic,['Water'],Tender Pokémon,"['Marvel Scale', 'Competitive', 'Cute Charm']",540,"['Grass', 'Electric']",6.2,162.0
350,351,Castform,['Normal'],Weather Pokémon,['Forecast'],420,['Fighting'],0.3,0.8
351,352,Kecleon,['Normal'],Color Swap Pokémon,"['Color Change', 'Protean']",440,['Fighting'],1.0,22.0
352,353,Shuppet,['Ghost'],Puppet Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",295,"['Ghost', 'Dark']",0.6,2.3
353,354,Banette,['Ghost'],Marionette Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",455,"['Ghost', 'Dark']",1.1,12.5
354,355,Duskull,['Ghost'],Requiem Pokémon,"['Levitate', 'Frisk']",295,"['Ghost', 'Dark']",0.8,15.0
355,356,Dusclops,['Ghost'],Beckon Pokémon,"['Pressure', 'Frisk']",455,"['Ghost', 'Dark']",1.6,30.6
356,357,Tropius,"['Grass', 'Flying']",Fruit Pokémon,"['Chlorophyll', 'Solar Power', 'Harvest']",460,"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']",2.0,100.0
357,358,Chimecho,['Psychic'],Wind Chime Pokémon,['Levitate'],455,"['Bug', 'Ghost', 'Dark']",0.6,1.0
358,359,Absol,['Dark'],Disaster Pokémon,"['Pressure', 'Super Luck', 'Justified']",465,"['Fighting', 'Bug', 'Fairy']",1.2,47.0
359,360,Wynaut,['Psychic'],Bright Pokémon,"['Shadow Tag', 'Telepathy']",260,"['Bug', 'Ghost', 'Dark']",0.6,14.0
360,361,Snorunt,['Ice'],Snow Hat Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",300,"['Fire', 'Fighting', 'Rock', 'Steel']",0.7,16.8
361,362,Glalie,['Ice'],Face Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",480,"['Fire', 'Fighting', 'Rock', 'Steel']",1.5,256.5
362,363,Spheal,"['Ice', 'Water']",Clap Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",290,"['Grass', 'Electric', 'Fighting', 'Rock']",0.8,39.5
363,364,Sealeo,"['Ice', 'Water']",Ball Roll Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",410,"['Grass', 'Electric', 'Fighting', 'Rock']",1.1,87.6
364,365,Walrein,"['Ice', 'Water']",Ice Break Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",530,"['Grass', 'Electric', 'Fighting', 'Rock']",1.4,150.6
365,366,Clamperl,['Water'],Bivalve Pokémon,"['Shell Armor', 'Rattled']",345,"['Grass', 'Electric']",0.4,52.5
366,367,Huntail,['Water'],Deep Sea Pokémon,"['Swift Swim', 'Water Veil']",485,"['Grass', 'Electric']",1.7,27.0
367,368,Gorebyss,['Water'],South Sea Pokémon,"['Swift Swim', 'Hydration']",485,"['Grass', 'Electric']",1.8,22.6
368,369,Relicanth,"['Water', 'Rock']",Longevity Pokémon,"['Swift Swim', 'Rock Head', 'Sturdy']",485,"['Grass', 'Electric', 'Fighting', 'Ground']",1.0,23.4
369,370,Luvdisc,['Water'],Rendezvous Pokémon,"['Swift Swim', 'Hydration']",330,"['Grass', 'Electric']",0.6,8.7
370,371,Bagon,['Dragon'],Rock Head Pokémon,"['Rock Head', 'Sheer Force']",300,"['Ice', 'Dragon', 'Fairy']",0.6,42.1
371,372,Shelgon,['Dragon'],Endurance Pokémon,"['Rock Head', 'Overcoat']",420,"['Ice', 'Dragon', 'Fairy']",1.1,110.5
372,373,Salamence,"['Dragon', 'Flying']",Dragon Pokémon,"['Intimidate', 'Moxie']",600,"['Ice', 'Rock', 'Dragon', 'Fairy']",1.5,102.6
373,374,Beldum,"['Steel', 'Psychic']",Iron Ball Pokémon,"['Clear Body', 'Light Metal']",300,"['Fire', 'Ground', 'Ghost', 'Dark']",0.6,95.2
374,375,Metang,"['Steel', 'Psychic']",Iron Claw Pokémon,"['Clear Body', 'Light Metal']",420,"['Fire', 'Ground', 'Ghost', 'Dark']",1.2,202.5
375,376,Metagross,"['Steel', 'Psychic']",Iron Leg Pokémon,"['Clear Body', 'Light Metal']",600,"['Fire', 'Ground', 'Ghost', 'Dark']",1.6,550.0
376,377,Regirock,['Rock'],Rock Peak Pokémon,"['Clear Body', 'Sturdy']",580,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",1.7,230.0
377,378,Regice,['Ice'],Iceberg Pokémon,"['Clear Body', 'Ice Body']",580,"['Fire', 'Fighting', 'Rock', 'Steel']",1.8,175.0
378,379,Registeel,['Steel'],Iron Pokémon,"['Clear Body', 'Light Metal']",580,"['Fire', 'Fighting', 'Ground']",1.9,205.0
379,380,Latias,"['Dragon', 'Psychic']",Eon Pokémon,['Levitate'],600,"['Ice', 'Bug', 'Ghost', 'Dragon', 'Dark', 'Fairy']",1.4,40.0
380,381,Latios,"['Dragon', 'Psychic']",Eon Pokémon,['Levitate'],600,"['Ice', 'Bug', 'Ghost', 'Dragon', 'Dark', 'Fairy']",2.0,60.0
381,382,Kyogre,['Water'],Sea Basin Pokémon,['Drizzle'],670,"['Grass', 'Electric']",4.5,352.0
382,383,Groudon,['Ground'],Continent Pokémon,['Drought'],670,"['Water', 'Grass', 'Ice']",3.5,950.0
383,384,Rayquaza,"['Dragon', 'Flying']",Sky High Pokémon,['Air Lock'],680,"['Ice', 'Rock', 'Dragon', 'Fairy']",7.0,206.5
384,385,Jirachi,"['Steel', 'Psychic']",Wish Pokémon,['Serene Grace'],600,"['Fire', 'Ground', 'Ghost', 'Dark']",0.3,1.1
385,386,Deoxys,['Psychic'],DNA Pokémon,['Pressure'],600,"['Bug', 'Ghost', 'Dark']",1.7,60.8
386,387,Turtwig,['Grass'],Tiny Leaf Pokémon,"['Overgrow', 'Shell Armor']",318,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.4,10.2
387,388,Grotle,['Grass'],Grove Pokémon,"['Overgrow', 'Shell Armor']",405,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.1,97.0
388,389,Torterra,"['Grass', 'Ground']",Continent Pokémon,"['Overgrow', 'Shell Armor']",525,"['Fire', 'Ice', 'Flying', 'Bug']",2.2,310.0
389,390,Chimchar,['Fire'],Chimp Pokémon,"['Blaze', 'Iron Fist']",309,"['Water', 'Ground', 'Rock']",0.5,6.2
390,391,Monferno,"['Fire', 'Fighting']",Playful Pokémon,"['Blaze', 'Iron Fist']",405,"['Water', 'Ground', 'Flying', 'Psychic']",0.9,22.0
391,392,Infernape,"['Fire', 'Fighting']",Flame Pokémon,"['Blaze', 'Iron Fist']",534,"['Water', 'Ground', 'Flying', 'Psychic']",1.2,55.0
392,393,Piplup,['Water'],Penguin Pokémon,"['Torrent', 'Defiant']",314,"['Grass', 'Electric']",0.4,5.2
393,394,Prinplup,['Water'],Penguin Pokémon,"['Torrent', 'Defiant']",405,"['Grass', 'Electric']",0.8,23.0
394,395,Empoleon,"['Water', 'Steel']",Emperor Pokémon,"['Torrent', 'Defiant']",530,"['Electric', 'Fighting', 'Ground']",1.7,84.5
395,396,Starly,"['Normal', 'Flying']",Starling Pokémon,"['Keen Eye', 'Reckless']",245,"['Electric', 'Ice', 'Rock']",0.3,2.0
396,397,Staravia,"['Normal', 'Flying']",Starling Pokémon,"['Intimidate', 'Reckless']",340,"['Electric', 'Ice', 'Rock']",0.6,15.5
397,398,Staraptor,"['Normal', 'Flying']",Predator Pokémon,"['Intimidate', 'Reckless']",485,"['Electric', 'Ice', 'Rock']",1.2,24.9
398,399,Bidoof,['Normal'],Plump Mouse Pokémon,"['Simple', 'Unaware', 'Moody']",250,['Fighting'],0.5,20.0
399,400,Bibarel,"['Normal', 'Water']",Beaver Pokémon,"['Simple', 'Unaware', 'Moody']",410,"['Grass', 'Electric', 'Fighting']",1.0,31.5
400,401,Kricketot,['Bug'],Cricket Pokémon,"['Shed Skin', 'Run Away']",194,"['Fire', 'Flying', 'Rock']",0.3,2.2
401,402,Kricketune,['Bug'],Cricket Pokémon,"['Swarm', 'Technician']",384,"['Fire', 'Flying', 'Rock']",1.0,25.5
402,403,Shinx,['Electric'],Flash Pokémon,"['Rivalry', 'Intimidate', 'Guts']",263,['Ground'],0.5,9.5
403,404,Luxio,['Electric'],Spark Pokémon,"['Rivalry', 'Intimidate', 'Guts']",363,['Ground'],0.9,30.5
404,405,Luxray,['Electric'],Gleam Eyes Pokémon,"['Rivalry', 'Intimidate', 'Guts']",523,['Ground'],1.4,42.0
405,406,Budew,"['Grass', 'Poison']",Bud Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",280,"['Fire', 'Ice', 'Flying', 'Psychic']",0.2,1.2
406,407,Roserade,"['Grass', 'Poison']",Bouquet Pokémon,"['Natural Cure', 'Poison Point', 'Technician']",515,"['Fire', 'Ice', 'Flying', 'Psychic']",0.9,14.5
407,408,Cranidos,['Rock'],Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",350,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.9,31.5
408,409,Rampardos,['Rock'],Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",495,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",1.6,102.5
409,410,Shieldon,"['Rock', 'Steel']",Shield Pokémon,"['Sturdy', 'Soundproof']",350,"['Water', 'Fighting', 'Ground']",0.5,57.0
410,411,Bastiodon,"['Rock', 'Steel']",Shield Pokémon,"['Sturdy', 'Soundproof']",495,"['Water', 'Fighting', 'Ground']",1.3,149.5
411,412,Burmy,['Bug'],Bagworm Pokémon,"['Shed Skin', 'Overcoat']",224,"['Fire', 'Flying', 'Rock']",0.2,3.4
412,413,Wormadam,"['Bug', 'Grass']",Bagworm Pokémon,"['Anticipation', 'Overcoat']",424,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']",0.5,6.5
413,414,Mothim,"['Bug', 'Flying']",Moth Pokémon,"['Swarm', 'Tinted Lens']",424,"['Fire', 'Electric', 'Ice', 'Flying', 'Rock']",0.9,23.3
414,415,Combee,"['Bug', 'Flying']",Tiny Bee Pokémon,"['Honey Gather', 'Hustle']",244,"['Fire', 'Electric', 'Ice', 'Flying', 'Rock']",0.3,5.5
415,416,Vespiquen,"['Bug', 'Flying']",Beehive Pokémon,"['Pressure', 'Unnerve']",474,"['Fire', 'Electric', 'Ice', 'Flying', 'Rock']",1.2,38.5
416,417,Pachirisu,['Electric'],EleSquirrel Pokémon,"['Run Away', 'Pickup', 'Volt Absorb']",405,['Ground'],0.4,3.9
417,418,Buizel,['Water'],Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",330,"['Grass', 'Electric']",0.7,29.5
418,419,Floatzel,['Water'],Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",495,"['Grass', 'Electric']",1.1,33.5
419,420,Cherubi,['Grass'],Cherry Pokémon,['Chlorophyll'],275,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.4,3.3
420,421,Cherrim,['Grass'],Blossom Pokémon,['Flower Gift'],450,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.5,9.3
421,422,Shellos,['Water'],Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",325,"['Grass', 'Electric']",0.3,6.3
422,423,Gastrodon,"['Water', 'Ground']",Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",475,['Grass'],0.9,29.9
423,424,Ambipom,['Normal'],Long Tail Pokémon,"['Technician', 'Pickup', 'Skill Link']",482,['Fighting'],1.2,20.3
424,425,Drifloon,"['Ghost', 'Flying']",Balloon Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",348,"['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']",0.4,1.2
425,426,Drifblim,"['Ghost', 'Flying']",Blimp Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",498,"['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']",1.2,15.0
426,427,Buneary,['Normal'],Rabbit Pokémon,"['Run Away', 'Klutz', 'Limber']",350,['Fighting'],0.4,5.5
427,428,Lopunny,['Normal'],Rabbit Pokémon,"['Cute Charm', 'Klutz', 'Limber']",480,['Fighting'],1.2,33.3
428,429,Mismagius,['Ghost'],Magical Pokémon,['Levitate'],495,"['Ghost', 'Dark']",0.9,4.4
429,430,Honchkrow,"['Dark', 'Flying']",Big Boss Pokémon,"['Insomnia', 'Super Luck', 'Moxie']",505,"['Electric', 'Ice', 'Rock', 'Fairy']",0.9,27.3
430,431,Glameow,['Normal'],Catty Pokémon,"['Limber', 'Own Tempo', 'Keen Eye']",310,['Fighting'],0.5,3.9
431,432,Purugly,['Normal'],Tiger Cat Pokémon,"['Thick Fat', 'Own Tempo', 'Defiant']",452,['Fighting'],1.0,43.8
432,433,Chingling,['Psychic'],Bell Pokémon,['Levitate'],285,"['Bug', 'Ghost', 'Dark']",0.2,0.6
433,434,Stunky,"['Poison', 'Dark']",Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",329,['Ground'],0.4,19.2
434,435,Skuntank,"['Poison', 'Dark']",Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",479,['Ground'],1.0,38.0
435,436,Bronzor,"['Steel', 'Psychic']",Bronze Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",300,"['Fire', 'Ground', 'Ghost', 'Dark']",0.5,60.5
436,437,Bronzong,"['Steel', 'Psychic']",Bronze Bell Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",500,"['Fire', 'Ground', 'Ghost', 'Dark']",1.3,187.0
437,438,Bonsly,['Rock'],Bonsai Pokémon,"['Sturdy', 'Rock Head', 'Rattled']",290,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.5,15.0
438,439,mime-jr,"['Psychic', 'Fairy']",Mime Pokémon,"['Soundproof', 'Filter', 'Technician']",310,"['Poison', 'Ghost', 'Steel']",0.6,13.0
439,440,Happiny,['Normal'],Playhouse Pokémon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",220,['Fighting'],0.6,24.4
440,441,Chatot,"['Normal', 'Flying']",Music Note Pokémon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",411,"['Electric', 'Ice', 'Rock']",0.5,1.9
441,442,Spiritomb,"['Ghost', 'Dark']",Forbidden Pokémon,"['Pressure', 'Infiltrator']",485,['Fairy'],1.0,108.0
442,443,Gible,"['Dragon', 'Ground']",Land Shark Pokémon,"['Sand Veil', 'Rough Skin']",300,"['Ice', 'Dragon', 'Fairy']",0.7,20.5
443,444,Gabite,"['Dragon', 'Ground']",Cave Pokémon,"['Sand Veil', 'Rough Skin']",410,"['Ice', 'Dragon', 'Fairy']",1.4,56.0
444,445,Garchomp,"['Dragon', 'Ground']",Mach Pokémon,"['Sand Veil', 'Rough Skin']",600,"['Ice', 'Dragon', 'Fairy']",1.9,95.0
445,446,Munchlax,['Normal'],Big Eater Pokémon,"['Pickup', 'Thick Fat', 'Gluttony']",390,['Fighting'],0.6,105.0
446,447,Riolu,['Fighting'],Emanation Pokémon,"['Steadfast', 'Inner Focus', 'Prankster']",285,"['Flying', 'Psychic', 'Fairy']",0.7,20.2
447,448,Lucario,"['Fighting', 'Steel']",Aura Pokémon,"['Steadfast', 'Inner Focus', 'Justified']",525,"['Fire', 'Fighting', 'Ground']",1.2,54.0
448,449,Hippopotas,['Ground'],Hippo Pokémon,"['Sand Stream', 'Sand Force']",330,"['Water', 'Grass', 'Ice']",0.8,49.5
449,450,Hippowdon,['Ground'],Heavyweight Pokémon,"['Sand Stream', 'Sand Force']",525,"['Water', 'Grass', 'Ice']",2.0,300.0
450,451,Skorupi,"['Poison', 'Bug']",Scorpion Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",330,"['Fire', 'Flying', 'Psychic', 'Rock']",0.8,12.0
451,452,Drapion,"['Poison', 'Dark']",Ogre Scorp Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",500,['Ground'],1.3,61.5
452,453,Croagunk,"['Poison', 'Fighting']",Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",300,"['Ground', 'Flying', 'Psychic']",0.7,23.0
453,454,Toxicroak,"['Poison', 'Fighting']",Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",490,"['Ground', 'Flying']",1.3,44.4
454,455,Carnivine,['Grass'],Bug Catcher Pokémon,['Levitate'],454,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.4,27.0
455,456,Finneon,['Water'],Wing Fish Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",330,"['Grass', 'Electric']",0.4,7.0
456,457,Lumineon,['Water'],Neon Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",460,"['Grass', 'Electric']",1.2,24.0
457,458,Mantyke,"['Water', 'Flying']",Kite Pokémon,"['Swift Swim', 'Water Absorb', 'Water Veil']",345,"['Electric', 'Rock']",1.0,65.0
458,459,Snover,"['Grass', 'Ice']",Frost Tree Pokémon,"['Snow Warning', 'Soundproof']",334,"['Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']",1.0,50.5
459,460,Abomasnow,"['Grass', 'Ice']",Frost Tree Pokémon,"['Snow Warning', 'Soundproof']",494,"['Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']",2.2,135.5
460,461,Weavile,"['Dark', 'Ice']",Sharp Claw Pokémon,"['Pressure', 'Pickpocket']",510,"['Fire', 'Fighting', 'Bug', 'Rock', 'Steel', 'Fairy']",1.1,34.0
461,462,Magnezone,"['Electric', 'Steel']",Magnet Area Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",535,"['Fire', 'Fighting', 'Ground']",1.2,180.0
462,463,Lickilicky,['Normal'],Licking Pokémon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",515,['Fighting'],1.7,140.0
463,464,Rhyperior,"['Ground', 'Rock']",Drill Pokémon,"['Lightning Rod', 'Solid Rock', 'Reckless']",535,"['Water', 'Grass', 'Ice', 'Fighting', 'Ground', 'Steel']",2.4,282.8
464,465,Tangrowth,['Grass'],Vine Pokémon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",535,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",2.0,128.6
465,466,Electivire,['Electric'],Thunderbolt Pokémon,"['Motor Drive', 'Vital Spirit']",540,['Ground'],1.8,138.6
466,467,Magmortar,['Fire'],Blast Pokémon,"['Flame Body', 'Vital Spirit']",540,"['Water', 'Ground', 'Rock']",1.6,68.0
467,468,Togekiss,"['Fairy', 'Flying']",Jubilee Pokémon,"['Hustle', 'Serene Grace', 'Super Luck']",545,"['Electric', 'Ice', 'Poison', 'Rock', 'Steel']",1.5,38.0
468,469,Yanmega,"['Bug', 'Flying']",Ogre Darner Pokémon,"['Speed Boost', 'Tinted Lens', 'Frisk']",515,"['Fire', 'Electric', 'Ice', 'Flying']",1.9,51.5
469,470,Leafeon,['Grass'],Verdant Pokémon,"['Leaf Guard', 'Chlorophyll']",525,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.0,25.5
470,471,Glaceon,['Ice'],Fresh Snow Pokémon,"['Snow Cloak', 'Ice Body']",525,"['Fire', 'Fighting', 'Rock', 'Steel']",0.8,25.9
471,472,Gliscor,"['Ground', 'Flying']",Fang Scorp Pokémon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",510,"['Water', 'Ice']",2.0,42.5
472,473,Mamoswine,"['Ice', 'Ground']",Twin Tusk Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",530,"['Fire', 'Water', 'Grass', 'Fighting', 'Steel']",2.5,291.0
473,474,Porygon-Z,['Normal'],Virtual Pokémon,"['Adaptability', 'Download', 'Analytic']",535,['Fighting'],0.9,34.0
474,475,Gallade,"['Psychic', 'Fighting']",Blade Pokémon,"['Steadfast', 'Justified']",518,"['Flying', 'Ghost', 'Fairy']",1.6,52.0
475,476,Probopass,"['Rock', 'Steel']",Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",525,"['Water', 'Fighting', 'Ground']",1.4,340.0
476,477,Dusknoir,['Ghost'],Gripper Pokémon,"['Pressure', 'Frisk']",525,"['Ghost', 'Dark']",2.2,106.6
477,478,Froslass,"['Ice', 'Ghost']",Snow Land Pokémon,"['Snow Cloak', 'Cursed Body']",480,"['Fire', 'Rock', 'Ghost', 'Dark', 'Steel']",1.3,26.6
478,479,Rotom,"['Electric', 'Ghost']",Plasma Pokémon,['Levitate'],440,"['Ground', 'Ghost', 'Dark']",0.3,0.3
479,480,Uxie,['Psychic'],Knowledge Pokémon,['Levitate'],580,"['Bug', 'Ghost', 'Dark']",0.3,0.3
480,481,Mesprit,['Psychic'],Emotion Pokémon,['Levitate'],580,"['Bug', 'Ghost', 'Dark']",0.3,0.3
481,482,Azelf,['Psychic'],Willpower Pokémon,['Levitate'],580,"['Bug', 'Ghost', 'Dark']",0.3,0.3
482,483,Dialga,"['Steel', 'Dragon']",Temporal Pokémon,"['Pressure', 'Telepathy']",680,"['Fighting', 'Ground']",5.4,683.0
483,484,Palkia,"['Water', 'Dragon']",Spatial Pokémon,"['Pressure', 'Telepathy']",680,"['Dragon', 'Fairy']",4.2,336.0
484,485,Heatran,"['Fire', 'Steel']",Lava Dome Pokémon,"['Flash Fire', 'Flame Body']",600,"['Water', 'Fighting', 'Ground']",1.7,430.0
485,486,Regigigas,['Normal'],Colossal Pokémon,['Slow Start'],670,['Fighting'],3.7,420.0
486,487,Giratina,"['Ghost', 'Dragon']",Renegade Pokémon,"['Pressure', 'Telepathy']",680,"['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",4.5,750.0
487,488,Cresselia,['Psychic'],Lunar Pokémon,['Levitate'],600,"['Bug', 'Ghost', 'Dark']",1.5,85.6
488,489,Phione,['Water'],Sea Drifter Pokémon,['Hydration'],480,"['Grass', 'Electric']",0.4,3.1
489,490,Manaphy,['Water'],Seafaring Pokémon,['Hydration'],600,"['Grass', 'Electric']",0.3,1.4
490,491,Darkrai,['Dark'],Pitch-Black Pokémon,['Bad Dreams'],600,"['Fighting', 'Bug', 'Fairy']",1.5,50.5
491,492,Shaymin,['Grass'],Gratitude Pokémon,['Natural Cure'],600,"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']",0.2,2.1
492,493,Arceus,['Normal'],Alpha Pokémon,['Multitype'],720,['Fighting'],3.2,320.0
493,494,Victini,"['Psychic', 'Fire']",Victory Pokémon,['Victory Star'],600,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",0.4,4.0
494,495,Snivy,['Grass'],Grass Snake Pokémon,"['Overgrow', 'Contrary']",308,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.6,8.1
495,496,Servine,['Grass'],Grass Snake Pokémon,"['Overgrow', 'Contrary']",413,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.8,16.0
496,497,Serperior,['Grass'],Regal Pokémon,"['Overgrow', 'Contrary']",528,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",3.3,63.0
497,498,Tepig,['Fire'],Fire Pig Pokémon,"['Blaze', 'Thick Fat']",308,"['Water', 'Ground', 'Rock']",0.5,9.9
498,499,Pignite,"['Fire', 'Fighting']",Fire Pig Pokémon,"['Blaze', 'Thick Fat']",418,"['Water', 'Ground', 'Flying', 'Psychic']",1.0,55.5
499,500,Emboar,"['Fire', 'Fighting']",Mega Fire Pig Pokémon,"['Blaze', 'Reckless']",528,"['Water', 'Ground', 'Flying', 'Psychic']",1.6,150.0
500,501,Oshawott,['Water'],Sea Otter Pokémon,"['Torrent', 'Shell Armor']",308,"['Grass', 'Electric']",0.5,5.9
501,502,Dewott,['Water'],Discipline Pokémon,"['Torrent', 'Shell Armor']",413,"['Grass', 'Electric']",0.8,24.5
502,503,Samurott,['Water'],Formidable Pokémon,"['Torrent', 'Shell Armor']",528,"['Grass', 'Electric']",1.5,94.6
503,504,Patrat,['Normal'],Scout Pokémon,"['Run Away', 'Keen Eye', 'Analytic']",255,['Fighting'],0.5,11.6
504,505,Watchog,['Normal'],Lookout Pokémon,"['Illuminate', 'Keen Eye', 'Analytic']",420,['Fighting'],1.1,27.0
505,506,Lillipup,['Normal'],Puppy Pokémon,"['Vital Spirit', 'Pickup', 'Run Away']",275,['Fighting'],0.4,4.1
506,507,Herdier,['Normal'],Loyal Dog Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",370,['Fighting'],0.9,14.7
507,508,Stoutland,['Normal'],Big-Hearted Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",500,['Fighting'],1.2,61.0
508,509,Purrloin,['Dark'],Devious Pokémon,"['Limber', 'Unburden', 'Prankster']",281,"['Fighting', 'Bug', 'Fairy']",0.4,10.1
509,510,Liepard,['Dark'],Cruel Pokémon,"['Limber', 'Unburden', 'Prankster']",446,"['Fighting', 'Bug', 'Fairy']",1.1,37.5
510,511,Pansage,['Grass'],Grass Monkey Pokémon,"['Gluttony', 'Overgrow']",316,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.6,10.5
511,512,Simisage,['Grass'],Thorn Monkey Pokémon,"['Gluttony', 'Overgrow']",498,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.1,30.5
512,513,Pansear,['Fire'],High Temp Pokémon,"['Gluttony', 'Blaze']",316,"['Water', 'Ground', 'Rock']",0.6,11.0
513,514,Simisear,['Fire'],Ember Pokémon,"['Gluttony', 'Blaze']",498,"['Water', 'Ground', 'Rock']",1.0,28.0
514,515,Panpour,['Water'],Spray Pokémon,"['Gluttony', 'Torrent']",316,"['Grass', 'Electric']",0.6,13.5
515,516,Simipour,['Water'],Geyser Pokémon,"['Gluttony', 'Torrent']",498,"['Grass', 'Electric']",1.0,29.0
516,517,Munna,['Psychic'],Dream Eater Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",292,"['Bug', 'Ghost', 'Dark']",0.6,23.3
517,518,Musharna,['Psychic'],Drowsing Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",487,"['Bug', 'Ghost', 'Dark']",1.1,60.5
518,519,Pidove,"['Normal', 'Flying']",Tiny Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",264,"['Electric', 'Ice', 'Rock']",0.3,2.1
519,520,Tranquill,"['Normal', 'Flying']",Wild Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",358,"['Electric', 'Ice', 'Rock']",0.6,15.0
